,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,y,y_pred
7895,40949.0,760.6429999999999,291.11297257233355,179.54245497822015,1.621415796100414,0.787163051575012,41434.0,228.33722017524903,0.7241458583857961,0.9882946372544288,0.8893883137264219,0.7843594813299278,0.007109159505051,0.0016598109440365,0.6152197959521536,0.9975270952304954,DERMASON,SIRA
7915,37555.0,708.2869999999999,263.52397034877146,181.66867029556852,1.4505746638648658,0.7243980382948395,37876.0,218.6698678431233,0.7386900078678206,0.9915249762382512,0.9407172088727194,0.8297911858026268,0.0070170142550598,0.0020521419152048,0.6885534120357296,0.998798134216735,SIRA,DERMASON
7917,37362.0,714.562,263.8858173585168,180.41298718845908,1.462676393040719,0.7297835876442961,37693.0,218.10725772058836,0.7398415841584158,0.9912185286392698,0.9195178116795534,0.826521333748932,0.0070629467736876,0.0020332087382004,0.6831375151421135,0.999209116598866,SEKER,DERMASON
8347,39797.0,755.236,287.8634352649691,176.49778281499445,1.6309747956817593,0.7899818255318722,40299.0,225.10245258953816,0.6824370670141985,0.987543115213777,0.8767884744796729,0.7819765382231979,0.0072332948530032,0.0016683640521818,0.6114873063315365,0.9973203845060672,DERMASON,SIRA
8349,69236.0,1003.29,379.8828948294386,232.8288056666925,1.631597489587531,0.7901633842897096,69916.0,296.9074150628167,0.7035892849884151,0.9902740431374792,0.8643484671476966,0.7815761622963399,0.0054867828128349,0.00126294009984,0.6108612974698746,0.9966797594380294,BARBUNYA,CALI
8568,38498.0,728.322,269.52658813607457,182.63797590957265,1.475742308212625,0.7354075405138014,38954.0,221.39822942655684,0.7616277919560014,0.9882938850952404,0.9120133066806057,0.821433725546886,0.007001054292069,0.0019662255128446,0.6747533654658368,0.995762089026791,DERMASON,SIRA
8650,37784.0,717.954,269.16351025960023,178.95816349778104,1.5040582949597472,0.7469610072282485,38074.0,219.33554877920128,0.7266153846153847,0.9923832536639176,0.921137700700214,0.8148784676186555,0.007123743125651,0.0019375788365453,0.6640269169885281,0.9987351925731434,SIRA,DERMASON
8696,41034.0,742.9599999999999,272.1691927732156,192.30462390068405,1.4153023845842507,0.7076503552818582,41427.0,228.57408312987425,0.7804998668543387,0.9905134332681584,0.9341634111611692,0.8398234965569122,0.0066327726464204,0.0020352930914419,0.705303505369078,0.9982177330044872,SEKER,SIRA
8767,37888.0,736.433,265.43375085042,182.38384385377435,1.4553578060523311,0.7265474913552393,38477.0,219.6372005624863,0.7669635627530365,0.9846921537541908,0.8779000266438374,0.827465233259875,0.007005747224726,0.0020259711109149,0.6846987122538194,0.996481615672575,DERMASON,SIRA
8823,36125.0,718.771,269.1317270905478,171.49658494483035,1.569312457021382,0.7706805212407652,36539.0,214.4662643717136,0.6933515028213888,0.9886696406579272,0.8786919078361368,0.7968821316245545,0.0074500132066587,0.0018531610373455,0.6350211317024937,0.9965465724525387,SIRA,DERMASON
8846,40479.0,743.365,260.4392873301338,198.31734721326697,1.313245114407778,0.6481972528271561,40965.0,227.0230462559576,0.7661253690665455,0.988136213841084,0.9205246456368946,0.8716927794698743,0.0064339358020241,0.0022914494460358,0.7598483017799149,0.9978670700035204,SIRA,SEKER
9248,51512.0,887.7449999999999,276.6573220584498,237.6136081241561,1.1643159844359288,0.5121879776178356,52436.0,256.09981536189696,0.7421195182389212,0.9823785185750248,0.821375616663363,0.9256932491661666,0.0053707354025945,0.0024326627531773,0.8569079915518145,0.9977116717546656,BARBUNYA,SEKER
9254,60045.0,956.542,356.4396421268227,216.69746911393383,1.6448721970971247,0.7939753372147004,61058.0,276.4989483951482,0.8071649415243984,0.9834092174653608,0.8246670177698787,0.7757244585515791,0.0059362085457044,0.001325924673596,0.6017484355951408,0.989799271357137,BARBUNYA,CALI
9269,42043.0,800.405,307.2187099571035,177.7202562227026,1.728664568050844,0.8156956971043787,43251.0,231.3672625487462,0.6656375668914853,0.9720700099419668,0.8246771775949175,0.7531027735291632,0.0073072499573556,0.0014499422808856,0.5671637874973181,0.980435943728132,SIRA,HOROZ
9286,37590.0,721.953,277.80869229307297,172.8381026014092,1.6073347723200933,0.7828997089620525,37944.0,218.7717406032936,0.7969048123807505,0.9906704617330804,0.9062840545230474,0.7874906245644084,0.0073904946074241,0.0017532136175605,0.6201414837768419,0.996774970632695,SIRA,DERMASON
9294,62711.0,969.097,355.48258567025005,227.3315814452176,1.5637184389882683,0.7687900015583102,64180.0,282.5705665668078,0.6998214484990515,0.9771112496104706,0.8391103770002777,0.7948928525824432,0.0056685842303622,0.0013960106608888,0.631854647086654,0.9880427624098258,CALI,BARBUNYA
9335,39435.0,735.516,275.8602889585339,182.3901964058917,1.5124732271499597,0.7502372377306725,39841.0,224.07632950990416,0.770877316443819,0.989809492733616,0.9160252816574276,0.8122819357431555,0.0069953160633582,0.0018785133456519,0.659801943134648,0.9979327742126748,SIRA,DERMASON
9436,79278.0,1088.437,420.04528582640864,241.17813639127527,1.7416391556527675,0.8187348793930176,80286.0,317.7103785328931,0.7575682287286905,0.9874448845377776,0.8409224677880982,0.7563717276527006,0.0052983839883247,0.0010697057750169,0.572098190392331,0.9963886092653756,BARBUNYA,CALI
9508,38967.0,733.899,269.3524020972137,185.2464532302695,1.4540219118926765,0.7259499394667129,39465.0,222.7427335283804,0.7161471734176285,0.9873812238692512,0.909147279852868,0.8269565513211532,0.0069123207354226,0.0019940425102995,0.6838571377729752,0.9943432629261146,DERMASON,SIRA
9675,45504.0,793.417,295.4698305520384,196.3118224893667,1.5051046177722822,0.7473721581277368,45972.0,240.7020819262452,0.7377790748577265,0.98981989036805,0.9083567245276848,0.8146418247728765,0.006493271592652,0.001764046973247,0.6636413026692821,0.9988495891919492,CALI,SIRA
9722,42101.0,757.499,281.57639233416154,190.7131364503553,1.4764394187783645,0.7357022182714947,42494.0,231.5267977424969,0.7999429982899487,0.9907516355250152,0.92201534243912,0.8222521633409233,0.0066881164897309,0.0018858349953099,0.6760986201188287,0.9982186537250975,DERMASON,SIRA
9731,40951.0,762.8499999999999,285.25743432204376,183.7581266054588,1.5523527562648205,0.7648709987254119,41450.0,228.34279624382648,0.7222398589065255,0.9879613992762364,0.8842927702216007,0.800479737842825,0.0069658234065601,0.0017642234737251,0.6407678106969178,0.9946976770611352,DERMASON,SIRA
9752,55722.0,897.5840000000001,318.9323359320018,225.0086389240291,1.41742262633607,0.7087040642063964,56736.0,266.3596326618069,0.7792741766310048,0.982127749576988,0.8691332306015099,0.8351603229049698,0.0057236340391946,0.0017176356074952,0.6974927649547334,0.9886420267525456,CALI,BARBUNYA
9955,39415.0,739.9419999999999,271.55178256189697,185.1140476146529,1.4669431415987362,0.7316414291860779,39827.0,224.01950061487156,0.728652505869521,0.989655258995154,0.9046405205698356,0.8249605231879079,0.0068895542956208,0.0019683555853241,0.680559864818467,0.9983426261428132,SIRA,DERMASON
10022,40201.0,740.834,270.13320368888293,189.91355114486203,1.422400887458689,0.7111535868929679,40625.0,226.24213342765816,0.7694707627524165,0.9895630769230768,0.9204599756742514,0.8375206392185136,0.0067195642817064,0.0020394025062974,0.7014408211169876,0.9977300464565548,DERMASON,SIRA
10128,57222.0,918.039,359.10759278881767,205.1060696187794,1.750838448887804,0.820842283012101,58490.0,269.9209388484626,0.7362583633556357,0.9783210805265856,0.8531995831306499,0.7516436418185021,0.0062756910417115,0.0012356323495207,0.5649681642861807,0.9891679844298068,SIRA,CALI
10349,63406.0,951.177,358.4486262520513,225.9868436850277,1.5861482040593655,0.7762232737232573,64085.0,284.1320583346373,0.7811699191799724,0.989404696886947,0.8806787957377,0.7926716341628364,0.0056532288151287,0.0013767325973302,0.6283283196063815,0.9966218357033012,BARBUNYA,CALI
10410,35127.0,740.865,271.4339564909874,165.6570678776064,1.6385292820197257,0.7921677561299715,35752.0,211.48306194093195,0.7877951961246047,0.982518460505706,0.8042161091545957,0.779132665179104,0.0077272171404044,0.0017565015175412,0.6070477099490937,0.9946654483346076,DERMASON,SIRA
10571,61587.0,929.716,344.5567627533084,227.83651624773097,1.5122982409837469,0.7501698102547028,62069.0,280.0267912925555,0.735016111707841,0.9922344487586396,0.8953612677145767,0.8127159921485729,0.0055946346266794,0.0015055899745971,0.6605072838940395,0.9988840035899084,CALI,BARBUNYA
10582,59397.0,965.459,384.1332598757912,197.17416719076837,1.9481926326796029,0.8582114805305929,60021.0,275.00292587286134,0.6739090970977331,0.9896036387264456,0.8007679887634946,0.7159050116144149,0.006467216523996,0.0010478974290531,0.5125199856546355,0.9984876601534168,CALI,HOROZ
10600,41169.0,753.9250000000001,266.1669592600919,197.3244373829632,1.348879858927562,0.6711121184200783,41710.0,228.9497735687937,0.7945996024010346,0.9870294893310956,0.9101728838871692,0.8601735324521235,0.0064652277019138,0.0021832722185889,0.7398985059311645,0.9980341923011428,DERMASON,SEKER
10608,37679.0,725.5759999999999,271.521090745286,177.12691395853184,1.532918316461231,0.7579174432983402,38108.0,219.0305750484991,0.7435275080906149,0.9887425212553794,0.8993803899812581,0.8066797847905368,0.0072061649923109,0.001882299207014,0.6507322751897068,0.9975194237507916,SIRA,DERMASON
10682,40161.0,742.62,276.3299453596958,185.83830803179356,1.4869374796095367,0.7400760109815395,40661.0,226.1295499400927,0.8091755319148937,0.9877032045448956,0.915126432060701,0.8183316854991675,0.0068805544025222,0.0019033588013194,0.6696667474919082,0.995752585693934,DERMASON,SIRA
10761,41994.0,775.1510000000001,298.28047502978075,179.8725301046617,1.6582880935528148,0.797717354932948,42467.0,231.2323970416093,0.6917830785450712,0.9888619398591848,0.8782627931694281,0.7752180125719683,0.0071029307765342,0.0015823872163176,0.6009629670160325,0.9965697328688594,HOROZ,SIRA
10772,33180.0,670.4879999999999,240.96950050439983,175.6450401951203,1.3719117843390969,0.6846097021799004,33564.0,205.53853189685063,0.7748353649992994,0.988559170539864,0.9274793023955978,0.8529649248830881,0.0072624924805424,0.0023713199191969,0.7275491630808122,0.9981332705166136,SIRA,DERMASON
